id;pos_x;pos_y;pos_z;degree;isAtSampleBorder
995;-122;-223;397;1;0
996;-153;-287;397;1;0
997;-313;-124;398;1;0
998;-204;-241;398;1;0
999;-244;-255;398;1;0
1000;-313;-257;398;1;0
1001;-288;-64;399;1;0
1002;-9;-83;399;1;0
1003;-311;-115;399;1;0
1004;-57;-292;399;1;0
1005;-182;-89;400;1;0
1006;-132;-94;400;1;0
1007;-16;-146;400;1;0
1008;-312;-27;401;1;0
1009;-11;-143;401;1;0
1010;-107;-212;402;1;0
1011;-239;-31;403;1;0
1012;-221;-99;403;1;0
1013;-35;-123;403;1;0
1014;-208;-215;403;1;0
1015;-47;-219;403;1;0
1016;-210;-252;403;1;0
1017;-290;-141;404;1;0
1018;-215;-294;404;1;0
1019;-177;-133;405;1;0
1020;-311;-184;405;1;0
1021;-188;-28;406;1;0
1022;-93;-250;406;1;0
1023;-125;-262;406;1;0
1024;-252;-80;407;1;0
1025;-312;-96;407;1;0
1026;-228;-175;407;1;0
1027;-215;-240;407;1;0
1028;-30;-34;408;1;0
1029;-60;-178;408;1;0
1030;-29;-133;409;1;0
1031;-127;-220;409;1;0
1032;-312;-28;410;1;0
1033;-313;-43;410;1;0
1034;-247;-245;410;1;0
1035;-137;-189;411;1;0
1036;-91;-59;412;1;0
1037;-163;-97;412;1;0
1038;-248;-189;412;1;0
1039;-73;-209;412;1;0
1040;-183;-140;413;1;0
1041;-225;-165;413;1;0
1042;-30;-34;414;1;0
1043;-14;-138;414;1;0
1044;-163;-264;414;1;0
1045;-151;-196;415;1;0
1046;-131;-198;415;1;0
1047;-266;-36;416;1;0
1048;-74;-75;416;1;0
1049;-211;-40;417;1;0
1050;-305;-117;417;1;0
1051;-156;-269;417;1;0
1052;-130;-293;417;1;0
1053;-168;-85;418;1;0
1054;-193;-288;418;1;0
1055;-30;-28;420;1;0
1056;-79;-293;420;1;0
1057;-116;-92;421;1;0
1058;-91;-143;421;1;0
1059;-49;-236;421;1;0
1060;-159;-257;421;1;0
1061;-89;-282;421;1;0
1062;-280;-115;422;1;0
1063;-229;-45;423;1;0
1064;-133;-66;423;1;0
1065;-193;-83;423;1;0
1066;-88;-170;423;1;0
1067;-276;-232;423;1;0
1068;-133;-181;424;1;0
1069;-117;-42;425;1;0
1070;-86;-182;425;1;0
1071;-192;-185;425;1;0
1072;-139;-32;426;1;0
1073;-314;-145;426;1;0
1074;-70;-291;426;1;0
1075;-256;-56;427;1;0
1076;-145;-293;427;1;0
1077;-170;-66;428;1;0
1078;-113;-45;429;1;0
1079;-313;-160;429;1;0
1080;-313;-199;429;1;0
1081;-261;-290;429;1;0
1082;-87;-292;429;1;0
1083;-7;-30;430;1;0
1084;-160;-89;430;1;0
1085;-232;-112;430;1;0
1086;-267;-29;431;1;0
1087;-205;-61;431;1;0
1088;-234;-63;431;1;0
1089;-49;-91;431;1;0
1090;-270;-293;431;1;0
1091;-97;-29;432;1;0
1092;-143;-101;432;1;0
1093;-53;-120;432;1;0
1094;-120;-145;432;1;0
1095;-62;-290;432;1;0
1096;-314;-290;432;1;0
1097;-252;-28;433;1;0
1098;-120;-170;433;1;0
1099;-150;-107;434;1;0
1100;-35;-207;434;1;0
1101;-8;-292;435;1;0
1102;-73;-293;435;1;0
1103;-113;-158;436;1;0
1104;-241;-291;436;1;0
1105;-243;-109;437;1;0
1106;-232;-151;438;1;0
1107;-180;-259;438;1;0
1108;-314;-121;439;1;0
1109;-153;-220;439;1;0
1110;-314;-283;439;1;0
1111;-284;-286;440;1;0
1112;-113;-293;440;1;0
1113;-234;-293;440;1;0
1114;-41;-97;441;1;0
1115;-308;-274;441;1;0
1116;-12;-92;442;1;0
1117;-128;-153;443;1;0
1118;-310;-168;443;1;0
1119;-260;-293;443;1;0
1120;-188;-49;444;1;0
1121;-86;-162;444;1;0
1122;-64;-119;445;1;0
1123;-133;-147;445;1;0
1124;-202;-155;445;1;0
1125;-171;-203;445;1;0
1126;-120;-205;445;1;0
1127;-275;-151;446;1;0
1128;-277;-132;447;1;0
1129;-124;-292;447;1;0
1130;-260;-87;448;1;0
1131;-280;-213;448;1;0
1132;-89;-61;449;1;0
1133;-313;-165;449;1;0
1134;-217;-292;449;1;0
1135;-315;-60;450;1;0
1136;-175;-86;450;1;0
1137;-313;-103;450;1;0
1138;-11;-222;450;1;0
1139;-106;-227;450;1;0
1140;-93;-86;451;1;0
1141;-203;-109;451;1;0
1142;-157;-33;452;1;0
1143;-155;-111;452;1;0
1144;-28;-37;453;1;0
1145;-313;-206;453;1;0
1146;-243;-224;453;1;0
1147;-313;-265;453;1;0
1148;-48;-52;454;1;0
1149;-7;-149;454;1;0
1150;-263;-157;454;1;0
1151;-312;-243;454;1;0
1152;-95;-127;455;1;0
1153;-52;-128;455;1;0
1154;-290;-170;455;1;0
1155;-57;-206;455;1;0
1156;-312;-217;455;1;0
1157;-21;-227;455;1;0
1158;-127;-30;457;1;0
1159;-314;-94;457;1;0
1160;-144;-217;457;1;0
1161;-313;-29;460;1;0
1162;-174;-118;460;1;0
1163;-42;-291;460;1;0
1164;-75;-291;460;1;0
1165;-165;-246;461;1;0
1166;-277;-32;462;1;0
1167;-7;-203;462;1;0
1168;-163;-293;462;1;0
1169;-193;-118;463;1;0
1170;-18;-126;464;1;0
1171;-271;-171;464;1;0
1172;-186;-201;464;1;0
1173;-184;-244;464;1;0
1174;-313;-222;465;1;0
1175;-313;-161;466;1;0
1176;-69;-295;466;1;0
1177;-61;-52;467;1;0
1178;-171;-140;467;1;0
1179;-107;-146;467;1;0
1180;-124;-213;467;1;0
1181;-7;-187;468;1;0
1182;-107;-251;468;1;0
1183;-32;-293;468;1;0
1184;-277;-115;469;1;0
1185;-73;-210;469;1;0
1186;-192;-111;470;1;0
1187;-53;-139;470;1;0
1188;-45;-148;472;1;0
1189;-162;-190;472;1;0
1190;-153;-199;472;1;0
1191;-202;-208;472;1;0
1192;-101;-288;472;1;0
1193;-15;-293;473;1;0
1194;-202;-114;474;1;0
1195;-229;-170;474;1;0
1196;-270;-186;474;1;0
1197;-149;-244;474;1;0
1198;-119;-258;474;1;0
1199;-311;-52;475;1;0
1200;-203;-89;475;1;0
1201;-212;-122;475;1;0
1202;-11;-169;475;1;0
1203;-275;-177;475;1;0
1204;-226;-43;476;1;0
1205;-50;-166;476;1;0
1206;-206;-98;477;1;0
1207;-88;-79;478;1;0
1208;-26;-118;478;1;0
1209;-168;-159;478;1;0
1210;-312;-225;478;1;0
1211;-298;-291;478;1;0
1212;-220;-50;479;1;0
1213;-315;-170;479;1;0
1214;-33;-285;479;1;0
1215;-173;-293;479;1;0
1216;-7;-32;480;1;0
1217;-239;-44;480;1;0
1218;-8;-134;480;1;0
1219;-44;-192;480;1;0
1220;-244;-287;481;1;0
1221;-314;-213;482;1;0
1222;-207;-282;482;1;0
1223;-217;-231;483;1;0
1224;-183;-104;484;1;0
1225;-66;-229;484;1;0
1226;-11;-50;485;1;0
1227;-312;-133;485;1;0
1228;-204;-288;485;1;0
1229;-132;-294;485;1;0
1230;-107;-182;486;1;0
1231;-302;-40;487;1;0
1232;-23;-190;487;1;0
1233;-15;-288;487;1;0
1234;-42;-292;487;1;0
1235;-268;-111;488;1;0
1236;-183;-155;488;1;0
1237;-177;-28;489;1;0
1238;-294;-54;489;1;0
1239;-44;-61;489;1;0
1240;-211;-150;489;1;0
1241;-243;-103;490;1;0
1242;-184;-259;490;1;0
1243;-147;-30;491;1;0
1244;-212;-198;491;1;0
1245;-217;-27;492;1;0
1246;-278;-207;492;1;0
1247;-131;-55;493;1;0
1248;-142;-178;493;1;0
1249;-202;-27;494;1;0
1250;-190;-87;494;1;0
1251;-90;-291;494;1;0
1252;-25;-292;494;1;0
1253;-178;-174;495;1;0
1254;-164;-180;495;1;0
1255;-226;-35;496;1;0
1256;-313;-184;496;1;0
1257;-89;-237;496;1;0
1258;-311;-30;497;1;0
1259;-57;-52;497;1;0
1260;-137;-124;497;1;0
1261;-10;-151;497;1;0
1262;-142;-30;498;1;0
1263;-221;-56;498;1;0
1264;-159;-109;498;1;0
1265;-110;-237;498;1;0
1266;-315;-69;499;1;0
1267;-7;-250;500;1;0
1268;-232;-293;500;1;0
1269;-205;-189;501;1;0
1270;-298;-219;501;1;0
1271;-9;-57;502;1;0
1272;-315;-114;502;1;0
1273;-274;-293;502;1;0
1274;-289;-37;504;1;0
1275;-307;-49;504;1;0
1276;-289;-77;504;1;0
1277;-194;-101;504;1;0
1278;-47;-145;504;1;0
1279;-266;-29;505;1;0
1280;-122;-75;505;1;0
1281;-193;-88;505;1;0
1282;-98;-197;505;1;0
1283;-8;-85;506;1;0
1284;-67;-130;506;1;0
1285;-123;-152;506;1;0
1286;-143;-203;506;1;0
1287;-167;-287;507;1;0
1288;-20;-292;507;1;0
1289;-54;-126;508;1;0
1290;-222;-126;509;1;0
1291;-313;-189;509;1;0
1292;-18;-199;509;1;0
1293;-299;-232;509;1;0
1294;-178;-293;509;1;0
1295;-66;-34;510;1;0
1296;-289;-100;511;1;0
1297;-66;-111;511;1;0
1298;-308;-126;511;1;0
1299;-159;-195;511;1;0
1300;-96;-294;511;1;0
1301;-63;-126;512;1;0
1302;-7;-55;513;1;0
1303;-20;-71;513;1;0
1304;-136;-91;513;1;0
1305;-308;-102;513;1;0
1306;-251;-115;513;1;0
1307;-235;-128;513;1;0
1308;-305;-255;513;1;0
1309;-312;-185;514;1;0
1310;-210;-223;514;1;0
1311;-260;-43;515;1;0
1312;-48;-184;515;1;0
1313;-20;-199;515;1;0
1314;-177;-201;515;1;0
1315;-77;-38;517;1;0
1316;-37;-51;519;1;0
1317;-6;-126;519;1;0
1318;-198;-174;519;1;0
1319;-9;-273;519;1;0
1320;-258;-31;520;1;0
1321;-272;-251;520;1;0
1322;-246;-162;521;1;0
1323;-58;-169;521;1;0
1324;-293;-223;521;1;0
1325;-269;-238;521;1;0
1326;-136;-290;521;1;0
1327;-229;-170;523;1;0
1328;-13;-286;523;1;0
1329;-82;-53;524;1;0
1330;-19;-174;524;1;0
1331;-77;-294;525;1;0
1332;-135;-43;526;1;0
1333;-310;-60;526;1;0
1334;-239;-173;526;1;0
1335;-240;-245;526;1;0
1336;-122;-34;527;1;0
1337;-222;-96;527;1;0
1338;-151;-215;527;1;0
1339;-170;-31;528;1;0
1340;-224;-127;528;1;0
1341;-56;-291;529;1;0
1342;-188;-291;529;1;0
1343;-315;-42;531;1;0
1344;-311;-128;531;1;0
1345;-314;-169;531;1;0
1346;-73;-239;531;1;0
1347;-99;-201;532;1;0
1348;-221;-289;532;1;0
1349;-314;-109;533;1;0
1350;-258;-76;534;1;0
1351;-227;-292;534;1;0
1352;-149;-197;535;1;0
1353;-163;-28;537;1;0
1354;-194;-121;537;1;0
1355;-28;-153;537;1;0
1356;-186;-29;538;1;0
1357;-197;-266;538;1;0
1358;-14;-29;539;1;0
1359;-315;-248;539;1;0
1360;-286;-287;539;1;0
1361;-312;-77;540;1;0
1362;-70;-90;540;1;0
1363;-91;-102;540;1;0
1364;-203;-165;540;1;0
1365;-282;-196;540;1;0
1366;-314;-222;540;1;0
1367;-154;-95;541;1;0
1368;-48;-293;541;1;0
1369;-113;-286;542;1;0
1370;-137;-30;543;1;0
1371;-165;-91;543;1;0
1372;-28;-293;543;1;0
1373;-266;-294;543;1;0
1374;-236;-149;544;1;0
1375;-313;-156;544;1;0
1376;-161;-121;545;1;0
1377;-145;-180;546;1;0
1378;-125;-241;546;1;0
1379;-183;-60;547;1;0
1380;-264;-142;547;1;0
1381;-129;-290;547;1;0
1382;-7;-175;548;1;0
1383;-299;-279;548;1;0
1384;-77;-229;549;1;0
1385;-7;-255;549;1;0
1386;-195;-54;550;1;0
1387;-230;-139;550;1;0
1388;-192;-159;550;1;0
1389;-117;-189;550;1;0
1390;-113;-290;550;1;0
1391;-93;-292;551;1;0
1392;-141;-30;552;1;0
1393;-310;-134;552;1;0
1394;-106;-247;552;1;0
1395;-294;-292;553;1;0
1396;-310;-32;554;1;0
1397;-150;-123;555;1;0
1398;-273;-138;555;1;0
1399;-191;-261;555;1;0
1400;-9;-96;556;1;0
1401;-63;-236;556;1;0
1402;-225;-289;557;1;0
1403;-92;-119;558;1;0
1404;-234;-290;558;1;0
1405;-122;-33;559;1;0
1406;-208;-235;559;1;0
1407;-200;-243;559;1;0
1408;-276;-291;559;1;0
1409;-292;-32;560;1;0
1410;-314;-93;561;1;0
1411;-162;-151;561;1;0
1412;-249;-102;562;1;0
1413;-227;-238;563;1;0
1414;-259;-290;563;1;0
1415;-6;-292;565;1;0
1416;-101;-122;567;1;0
1417;-279;-256;568;1;0
1418;-25;-293;568;1;0
1419;-278;-291;571;1;0
1420;-120;-90;572;1;0
1421;-315;-200;572;1;0
1422;-251;-291;572;1;0
1423;-11;-28;573;1;0
1424;-178;-211;573;1;0
1425;-70;-293;574;1;0
1426;-313;-66;575;1;0
1427;-98;-292;575;1;0
1428;-310;-291;576;1;0
1429;-196;-295;576;1;0
1430;-65;-211;577;1;0
1431;-143;-291;577;1;0
1432;-8;-61;579;1;0
1433;-64;-159;579;1;0
1434;-138;-291;580;1;0
1435;-310;-37;581;1;0
1436;-139;-59;581;1;0
1437;-307;-79;581;1;0
1438;-315;-233;581;1;0
1439;-120;-142;582;1;0
1440;-291;-232;582;1;0
1441;-181;-293;582;1;0
1442;-6;-70;583;1;0
1443;-117;-87;583;1;0
1444;-218;-220;583;1;0
1445;-125;-293;583;1;0
1446;-89;-47;584;1;0
1447;-292;-57;584;1;0
1448;-7;-185;584;1;0
1449;-309;-210;584;1;0
1450;-10;-229;584;1;0
1451;-8;-272;584;1;0
1452;-239;-36;585;1;0
1453;-194;-98;585;1;0
1454;-70;-121;585;1;0
1455;-188;-203;585;1;0
1456;-209;-210;585;1;0
1457;-197;-285;585;1;0
1458;-249;-291;585;1;0
1459;-17;-44;586;1;0
1460;-275;-102;586;1;0
1461;-190;-141;586;1;0
1462;-315;-158;586;1;0
1463;-14;-167;586;1;0
1464;-284;-197;586;1;0
1465;-250;-205;586;1;0
1466;-56;-231;586;1;0
1467;-186;-268;586;1;0
1468;-144;-33;587;1;0
1469;-245;-48;587;1;0
1470;-283;-59;587;1;0
1471;-167;-90;587;1;0
1472;-154;-102;587;1;0
1473;-18;-119;587;1;0
1474;-74;-152;587;1;0
1475;-177;-165;587;1;0
1476;-240;-179;587;1;0
1477;-253;-210;587;1;0
1478;-280;-279;587;1;0
1479;-71;-30;588;1;0
1480;-184;-32;588;1;0
1481;-162;-39;588;1;0
1482;-308;-57;588;1;0
1483;-275;-75;588;1;0
1484;-176;-107;588;1;0
1485;-314;-111;588;1;0
1486;-14;-114;588;1;0
1487;-133;-162;588;1;0
1488;-98;-164;588;1;0
1489;-56;-167;588;1;0
1490;-18;-171;588;1;0
1491;-222;-186;588;1;0
1492;-168;-200;588;1;0
1493;-184;-213;588;1;0
1494;-201;-237;588;1;0
1495;-92;-30;589;1;0
1496;-298;-37;589;1;0
1497;-198;-63;589;1;0
1498;-235;-72;589;1;0
1499;-180;-96;589;1;0
1500;-119;-130;589;1;0
1501;-114;-154;589;1;0
1502;-121;-160;589;1;0
1503;-234;-166;589;1;0
1504;-160;-240;589;1;0
1505;-173;-275;589;1;0
1506;-105;-29;590;1;0
1507;-52;-34;590;1;0
1508;-183;-46;590;1;0
1509;-109;-62;590;1;0
1510;-221;-62;590;1;0
1511;-49;-65;590;1;0
1512;-109;-66;590;1;0
1513;-219;-71;590;1;0
1514;-99;-92;590;1;0
1515;-230;-99;590;1;0
1516;-194;-120;590;1;0
1517;-234;-120;590;1;0
1518;-40;-122;590;1;0
1519;-13;-133;590;1;0
1520;-256;-146;590;1;0
1521;-183;-150;590;1;0
1522;-157;-152;590;1;0
1523;-201;-152;590;1;0
1524;-16;-157;590;1;0
1525;-164;-166;590;1;0
1526;-270;-174;590;1;0
1527;-156;-179;590;1;0
1528;-198;-199;590;1;0
1529;-65;-200;590;1;0
1530;-230;-217;590;1;0
1531;-64;-249;590;1;0
1532;-297;-249;590;1;0
1533;-97;-54;591;1;0
1534;-72;-90;591;1;0
1535;-96;-129;591;1;0
1536;-246;-131;591;1;0
1537;-182;-137;591;1;0
1538;-22;-167;591;1;0
1539;-169;-189;591;1;0
1540;-201;-216;591;1;0
1541;-81;-272;591;1;0
1542;-249;-275;591;1;0
1543;-21;-292;591;1;0
1544;-236;-292;591;1;0
1545;-40;-293;591;1;0
1546;-164;-47;8;3;0
1547;-166.333;-49.3333;7.33333;3;0
1548;-25;-82;8;3;0
1549;-196;-94;8;3;0
1550;-154;-109;8;3;0
1551;-77.3333;-151.667;8;3;0
1552;-102.667;-145;8.66667;3;0
1553;-76;-231;9;3;0
1554;-236;-245;9;3;0
1555;-46;-94;10;3;0
1556;-14;-104;10;3;0
1557;-144;-194;10;3;0
1558;-144.667;-267.667;9.66667;3;0
1559;-248;-130;11;3;0
1560;-19;-131;11;3;0
1561;-16;-151;11;3;0
1562;-84;-194;12;3;0
1563;-232;-216;12;3;0
1564;-268;-68;13;3;0
1565;-146;-55;14;3;0
1566;-66.3333;-57.3333;13.3333;3;0
1567;-158;-58;14;3;0
1568;-170.333;-130.333;14;3;0
1569;-47;-206;14;3;0
1570;-241.333;-106.333;15;3;0
1571;-285;-212;15;3;0
1572;-126;-220;15;3;0
1573;-63.6667;-238.333;14.3333;3;0
1574;-249.333;-158.667;16;3;0
1575;-29;-197;16;3;0
1576;-303;-199;16;3;0
1577;-84;-52;17;3;0
1578;-296;-159;17;3;0
1579;-130;-219;17;3;0
1580;-271;-289;17;3;0
1581;-46;-41;18;3;0
1582;-193;-64;18;3;0
1583;-103;-179;18;3;0
1584;-275.667;-202.333;17.3333;3;0
1585;-80;-281;18;3;0
1586;-92;-69;19;3;0
1587;-137;-49;20;3;0
1588;-164.667;-143.667;19.3333;3;0
1589;-311.333;-57.5;19.3333;4;0
1590;-237;-212;21;3;0
1591;-139;-279.333;20.3333;3;0
1592;-309.333;-54.5;20.8333;6;0
1593;-21;-266;22;3;0
1594;-105.667;-269.667;21.3333;3;0
1595;-304;-48;23;3;0
1596;-307.333;-51.5;21.5;4;0
1597;-131.667;-119.333;22.3333;3;0
1598;-193;-62;24;3;0
1599;-93;-69;24;3;0
1600;-127;-119;24;3;0
1601;-189.667;-260.667;23.3333;3;0
1602;-95;-90;25;3;0
1603;-198.667;-236.333;25.3333;3;0
1604;-108;-257;26;3;0
1605;-298;-41;27;3;0
1606;-267;-93;27;3;0
1607;-199.333;-135.333;26.6667;3;0
1608;-268;-165;27;3;0
1609;-20;-200;27;3;0
1610;-299.333;-271;26.6667;3;0
1611;-192;-51;28;3;0
1612;-157;-145;28;3;0
1613;-30;-36;29;3;0
1614;-191;-126;29;3;0
1615;-309;-143;28;4;0
1616;-148;-202;29;3;0
1617;-34;-259;29;3;0
1618;-90;-47;31;3;0
1619;-307;-148;31;3;0
1620;-106;-177;31;3;0
1621;-40;-196;31;3;0
1622;-258;-197;32;3;0
1623;-12;-214;33;3;0
1624;-88;-42;34;3;0
1625;-88;-46;34;3;0
1626;-311;-149;34;3;0
1627;-289;-97;35;3;0
1628;-305;-155;35;3;0
1629;-40.3333;-234.333;35;5;0
1630;-100.667;-49.3333;37;3;0
1631;-37;-151;37;3;0
1632;-257;-36;38;3;0
1633;-27;-37.3333;38.3333;3;0
1634;-157;-147;39;3;0
1635;-44;-192;39;3;0
1636;-119;-230;39;3;0
1637;-275.333;-277.333;38.6667;3;0
1638;-187.333;-279.667;38.3333;3;0
1639;-310;-104;40;3;0
1640;-256;-192;40;3;0
1641;-294;-174;41;3;0
1642;-296;-176;41;3;0
1643;-48;-178;41;3;0
1644;-12;-239;41;3;0
1645;-213;-98;42;3;0
1646;-297;-98;42;3;0
1647;-20.3333;-124.667;41.6667;3;0
1648;-93;-147;42;3;0
1649;-60;-82.3333;42.6667;3;0
1650;-214;-271;43;3;0
1651;-144;-286;43;3;0
1652;-255;-85;44;3;0
1653;-246;-150;44;3;0
1654;-228.333;-178.333;44.6667;3;0
1655;-41;-210;45;3;0
1656;-221.667;-38.6667;45.6667;3;0
1657;-150;-73;46;3;0
1658;-176;-136;46;3;0
1659;-118;-42;47;3;0
1660;-50;-126;47;3;0
1661;-17;-128;47;3;0
1662;-197.667;-188;46.6667;3;0
1663;-156;-205;47;3;0
1664;-302;-230;47;3;0
1665;-181;-274;47;3;0
1666;-175.333;-277.667;46.3333;3;0
1667;-193.667;-73.3333;47.3333;3;0
1668;-255;-134;48;3;0
1669;-296;-218;48;3;0
1670;-57;-278;48;3;0
1671;-166.667;-114.333;48.6667;3;0
1672;-178.5;-272.5;48.5;4;0
1673;-266;-275;49;3;0
1674;-17;-280;49;3;0
1675;-308.667;-203.333;49.6667;3;0
1676;-235;-277;50;3;0
1677;-190;-112;51;3;0
1678;-279;-140;51;3;0
1679;-173.5;-199.5;50.5;4;0
1680;-173;-271;51;3;0
1681;-103.333;-108.667;51.3333;3;0
1682;-95;-216;52;3;0
1683;-79;-235;52;3;0
1684;-187.333;-240.667;51.3333;3;0
1685;-82.6667;-170.667;52.6667;3;0
1686;-73.6667;-58.3333;54;3;0
1687;-246;-235;54;3;0
1688;-66;-70;55;3;0
1689;-297;-215;55;3;0
1690;-98;-283;55;3;0
1691;-164;-50;56;3;0
1692;-20;-177;56;3;0
1693;-134;-210;57;3;0
1694;-298;-281;57;3;0
1695;-175.667;-35;57.6667;3;0
1696;-162.667;-70.3333;57.6667;3;0
1697;-32;-81;58;3;0
1698;-230.667;-110.333;57.3333;3;0
1699;-205;-189;58;3;0
1700;-62;-51;59;3;0
1701;-131.333;-37;59.3333;3;0
1702;-35.3333;-215;59.6667;3;0
1703;-67;-233;61;3;0
1704;-147;-42;62;3;0
1705;-51;-68;62;3;0
1706;-140;-162;62;3;0
1707;-261;-36.3333;62.6667;3;0
1708;-32.3333;-153;64.6667;3;0
1709;-234;-64;66;3;0
1710;-17;-98;66;3;0
1711;-57;-118.667;65.6667;3;0
1712;-213;-179;66;3;0
1713;-232;-204.333;65.6667;3;0
1714;-83;-239;66;3;0
1715;-95;-262;66;3;0
1716;-171.667;-183.333;66.3333;3;0
1717;-168;-191;67;3;0
1718;-132;-254;67;3;0
1719;-96;-260;67;3;0
1720;-232;-279;67;3;0
1721;-175;-61;68;3;0
1722;-88;-164;68;3;0
1723;-95;-257;68;3;0
1724;-300;-82;69;4;0
1725;-268;-186;69;3;0
1726;-120;-189;69;3;0
1727;-241;-194;69;3;0
1728;-28;-41;70;3;0
1729;-52;-219;70;3;0
1730;-115;-275;70;3;0
1731;-303.667;-77.3333;71;3;0
1732;-38;-177;71;3;0
1733;-272.667;-234.667;70.3333;3;0
1734;-305;-248;71;3;0
1735;-99.3333;-91.3333;71.3333;3;0
1736;-146.667;-110.667;71.6667;3;0
1737;-304;-155;72;3;0
1738;-94.6667;-165.333;71.3333;3;0
1739;-63;-191;72;3;0
1740;-290.667;-218;71.6667;3;0
1741;-16;-258;72;3;0
1742;-294;-271;72;3;0
1743;-303.895;-83.4211;70.8421;7;0
1744;-208;-71;74;3;0
1745;-116;-187;74;3;0
1746;-299.833;-78.5;74;5;0
1747;-28;-261;75;3;0
1748;-106.667;-82.6667;75.6667;3;0
1749;-302.5;-157.667;75.3333;4;0
1750;-76;-262;76;3;0
1751;-216;-263;76;3;0
1752;-191.333;-87.6667;76.3333;3;0
1753;-137;-124.667;76.3333;3;0
1754;-27;-261;77;3;0
1755;-62.6667;-283.667;76.6667;3;0
1756;-299;-160;78;3;0
1757;-118;-196;78;3;0
1758;-146.333;-235.333;77.6667;3;0
1759;-184;-257;78;3;0
1760;-100.333;-86.6667;78.6667;3;0
1761;-29;-263;79;3;0
1762;-252.667;-200.333;79.3333;3;0
1763;-307;-213;80;3;0
1764;-228;-258;80;3;0
1765;-132.333;-75.6667;80.3333;3;0
1766;-10;-193;81;3;0
1767;-182.25;-87;81.5;4;0
1768;-272;-229;82;3;0
1769;-228;-101;83;3;0
1770;-9;-193;83;3;0
1771;-21;-216;83;3;0
1772;-182;-83;84;3;0
1773;-186;-90;84;3;0
1774;-119.333;-152;83.6667;3;0
1775;-69;-257;84;3;0
1776;-64;-39;85;3;0
1777;-289;-97;85;3;0
1778;-166;-112;85;3;0
1779;-219;-225;85;3;0
1780;-288.333;-257.667;84.3333;3;0
1781;-185;-91;86;3;0
1782;-164;-259;86;3;0
1783;-135;-287;86;3;0
1784;-300;-49;87;3;0
1785;-92.6667;-44.3333;87.6667;3;0
1786;-118;-152;88;3;0
1787;-31;-49;90;3;0
1788;-64.3333;-95.3333;89.3333;3;0
1789;-259.333;-137;89.6667;3;0
1790;-222;-221;90;3;0
1791;-179;-195;91;3;0
1792;-141;-43;92;3;0
1793;-232.333;-258.333;91.3333;3;0
1794;-43;-273;92;3;0
1795;-185;-43.3333;92.3333;3;0
1796;-280.667;-166.333;92.6667;3;0
1797;-115.667;-212.667;93.6667;3;0
1798;-187;-282;94;3;0
1799;-268;-37;95;3;0
1800;-169;-101;95;3;0
1801;-116;-93;96;3;0
1802;-107.333;-140.667;95.6667;3;0
1803;-122;-265;96;3;0
1804;-283;-280;96;3;0
1805;-21.6667;-152.667;96.3333;3;0
1806;-208;-161;97;3;0
1807;-40.3333;-178.667;96.3333;3;0
1808;-121;-48;98;3;0
1809;-220;-97;98;3;0
1810;-249;-203;98;3;0
1811;-47;-278;98;3;0
1812;-30;-55;99;3;0
1813;-243;-63;99;3;0
1814;-16.3333;-63.3333;98.6667;3;0
1815;-251;-95;99;3;0
1816;-264.667;-161.333;99.6667;4;0
1817;-129;-261;100;3;0
1818;-231;-262.333;99.6667;3;0
1819;-28;-55;101;3;0
1820;-311;-179;101;3;0
1821;-232.667;-37.6667;101.333;3;0
1822;-112;-89;102;3;0
1823;-62;-210.333;101.667;3;0
1824;-15;-94.6667;102.333;3;0
1825;-75;-123;104;3;0
1826;-168;-131;104;3;0
1827;-69.6667;-139.667;103.333;3;0
1828;-136;-276;104;3;0
1829;-238.333;-280.667;104;3;0
1830;-65.6667;-118.667;105;3;0
1831;-273.667;-232.333;104.667;3;0
1832;-245;-279;105;3;0
1833;-178.333;-79;105.667;3;0
1834;-250.667;-131.333;105.667;3;0
1835;-300.333;-178.333;105.333;3;0
1836;-279;-272;106;3;0
1837;-252;-282;106;3;0
1838;-117;-157;107;3;0
1839;-154;-174;107;3;0
1840;-95.3333;-217.667;107.333;3;0
1841;-157;-229;108;3;0
1842;-232;-255;108;3;0
1843;-57;-88;109;3;0
1844;-42;-122;109;3;0
1845;-72;-133;109;3;0
1846;-156.667;-159.333;109.333;3;0
1847;-266.667;-189.667;109.333;3;0
1848;-123;-251;110;3;0
1849;-18;-258;110;3;0
1850;-52;-279;110;3;0
1851;-147.333;-38.6667;110.333;3;0
1852;-300;-39;111;3;0
1853;-60;-143;111;3;0
1854;-144.5;-41.5;111.5;4;0
1855;-155;-43;112;3;0
1856;-189.667;-122;111.333;3;0
1857;-211;-154;112;3;0
1858;-244.667;-221.667;111.333;3;0
1859;-146;-228;112;3;0
1860;-186;-39;113;3;0
1861;-80.1667;-80.5;111.5;4;0
1862;-135.333;-178;112.333;3;0
1863;-86.3333;-64.3333;113.333;3;0
1864;-225;-113;114;3;0
1865;-307;-204;114;3;0
1866;-166;-224;114;3;0
1867;-269;-281;114;3;0
1868;-245;-119;115;3;0
1869;-312;-173;115;3;0
1870;-227;-239;115;3;0
1871;-43;-65;116;3;0
1872;-81.8333;-84.3333;114.667;7;0
1873;-304;-130;116;3;0
1874;-22;-183;116;3;0
1875;-57;-184;116;3;0
1876;-144;-41;117;3;0
1877;-261;-90;117;3;0
1878;-137;-233;117;3;0
1879;-108;-250;118;3;0
1880;-99;-245;119;3;0
